"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"plotly","plotly","C:/Users/John Karuitha/Documents/R/win-library/4.0","4.9.2.1",NA,"R (>= 3.2.0), ggplot2 (>= 3.0.0)","tools, scales, httr, jsonlite (>= 1.6), magrittr, digest,
viridisLite, base64enc, htmltools (>= 0.3.6), htmlwidgets (>=
1.3), tidyr, hexbin, RColorBrewer, dplyr, tibble, lazyeval (>=
0.2.0), rlang, crosstalk, purrr, data.table, promises",NA,"MASS, maps, ggthemes, GGally, testthat, knitr, devtools,
shiny (>= 1.1.0), shinytest (>= 1.3.0), curl, rmarkdown,
vdiffr, Cairo, broom, webshot, listviewer, dendextend, sf,
maptools, rgeos, png, IRdisplay, processx, plotlyGeoAssets,
forcats",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"plotrix","plotrix","C:/Users/John Karuitha/Documents/R/win-library/4.0","3.7-8",NA,"R (>= 3.5.0)","grDevices, graphics, stats, utils",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.0"
"plumber","plumber","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0.0",NA,"R (>= 3.0.0)","R6 (>= 2.0.0), stringi (>= 0.3.0), jsonlite (>= 0.9.16),
webutils (>= 1.1), httpuv (>= 1.5.0), crayon, promises (>=
1.1.0), sodium, swagger (>= 3.33.0), magrittr, mime, lifecycle",NA,"testthat (>= 0.11.0), rmarkdown, base64enc, htmlwidgets,
visNetwork, later, readr, yaml, feather, future",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"plyr","plyr","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.8.6",NA,"R (>= 3.1.0)","Rcpp (>= 0.11.0)","Rcpp","abind, covr, doParallel, foreach, iterators, itertools,
tcltk, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.0"
"PMCMRplus","PMCMRplus","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.5.0",NA,"R (>= 3.0.0)","mvtnorm (>= 1.0), multcompView, gmp, Rmpfr, SuppDists,
kSamples (>= 1.2.7), BWStest (>= 0.2.1), MASS",NA,"xtable, graphics, knitr, rmarkdown, car, e1071, multcomp, pwr",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.0.2"
"pmdplyr","pmdplyr","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.3",NA,"R (>= 3.4), dplyr (>= 1.0.0)","lubridate, magrittr, pillar, tidyr, tibble, tidyselect, utils,
vctrs, rlang (>= 0.4.0)",NA,"tsibble, plm, panelr, haven, utf8, sjlabelled, knitr,
rmarkdown, testthat (>= 2.1.0), covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"png","png","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1-7",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.0"
"polspline","polspline","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1.19",NA,NA,"stats, graphics",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.0"
"polyclip","polyclip","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.10-0",NA,"R (>= 3.0.0)",NA,NA,NA,NA,"BSL",NA,NA,NA,NA,"yes","4.0.0"
"polynom","polynom","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.4-0",NA,NA,"stats, graphics",NA,"knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.0"
"pracma","pracma","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.2.9",NA,"R (>= 3.1.0)","graphics, grDevices, stats, utils",NA,"NlcOptim, quadprog",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.2"
"praise","praise","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0.0",NA,NA,NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"prediction","prediction","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.14",NA,"R (>= 3.5.0)","utils, stats, data.table",NA,"datasets, methods, testthat","AER, aod, betareg, biglm, brglm, caret, crch, e1071, earth,
ff, ffbase, gam (>= 1.15), gee, glmnet, glmx, kernlab, lme4,
MASS, mclogit, mda, mlogit, MNP, nlme, nnet, ordinal, plm,
pscl, quantreg, rpart, sampleSelection, speedglm, survey (>=
3.31-5), survival, truncreg, VGAM","MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"prettydoc","prettydoc","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.4.0",NA,NA,"rmarkdown (>= 1.17)",NA,"knitr, KernSmooth",NA,"Apache License (>= 2.0)",NA,NA,NA,NA,"no","4.0.2"
"prettyunits","prettyunits","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1.1",NA,NA,NA,NA,"codetools, covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"prismatic","prismatic","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.2.0",NA,"R (>= 3.2)","farver (>= 2.0.1)",NA,"covr, crayon, testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"pROC","pROC","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.16.2",NA,"R (>= 2.14)","methods, plyr, Rcpp (>= 0.11.1)","Rcpp","microbenchmark, tcltk, MASS, logcondens, doParallel,
testthat, vdiffr, ggplot2",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.0.0"
"processx","processx","C:/Users/John Karuitha/Documents/R/win-library/4.0","3.4.4",NA,NA,"ps (>= 1.2.0), R6, utils",NA,"callr (>= 3.2.0), codetools, covr, crayon, curl, debugme,
parallel, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"prodlim","prodlim","C:/Users/John Karuitha/Documents/R/win-library/4.0","2019.11.13",NA,"R (>= 2.9.0)","Rcpp (>= 0.11.5), stats, grDevices, graphics, survival,
KernSmooth, lava","Rcpp",NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.0"
"profileModel","profileModel","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.6.0",NA,"R (>= 2.6.0)",NA,NA,"MASS, gnm",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"profvis","profvis","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.6",NA,"R (>= 3.0)","htmlwidgets (>= 0.3.2), stringr",NA,"knitr, ggplot2, rmarkdown, testthat, devtools, shiny,
htmltools",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"progress","progress","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.2.2",NA,NA,"hms, prettyunits, R6, crayon",NA,"Rcpp, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"progressr","progressr","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.6.0",NA,NA,"digest, utils",NA,"graphics, tcltk, beepr, pbmcapply, progress, purrr, foreach,
plyr, doFuture, future (>= 1.16.0), future.apply, furrr, shiny,
commonmark, base64enc, tools",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.2"
"promises","promises","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1.1",NA,NA,"R6, Rcpp, later, rlang, stats, magrittr","later, Rcpp","testthat, future, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.1"
"prophet","prophet","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.6.1",NA,"R (>= 3.4.0), Rcpp (>= 0.12.0), rlang (>= 0.3.0.1)","dplyr (>= 0.7.7), dygraphs (>= 1.1.1.4), extraDistr, ggplot2,
grid, methods, rstan (>= 2.18.1), rstantools (>= 2.0.0),
scales, stats, tidyr (>= 0.6.1), xts","BH (>= 1.66.0), Rcpp (>= 0.12.0), RcppEigen (>= 0.3.3.3.0),
rstan (>= 2.18.1), StanHeaders (>= 2.18.0)","knitr, testthat, readr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"proto","proto","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0.0",NA,NA,NA,NA,"testthat, covr",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.0"
"proxy","proxy","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.4-24",NA,"R (>= 3.4.0)","stats, utils",NA,"cba",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.2"
"proxyC","proxyC","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1.5",NA,"R (>= 3.1.0), methods","Matrix (>= 1.2), Rcpp (>= 0.12.12), RcppParallel","Rcpp, RcppParallel, RcppArmadillo (>= 0.7.600.1.0)","testthat, proxy",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.0"
"pryr","pryr","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1.4",NA,"R (>= 3.1.0)","stringr, codetools, methods, Rcpp (>= 0.11.0)","Rcpp","testthat (>= 0.8.0)",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.2"
"ps","ps","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.3.4",NA,"R (>= 3.1)","utils",NA,"callr, covr, curl, pingr, processx (>= 3.1.0), R6, rlang,
testthat, tibble",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"pscl","pscl","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.5.5",NA,NA,"MASS, datasets, grDevices, graphics, stats, utils",NA,"lattice, MCMCpack, car, lmtest, sandwich, zoo, coda, vcd,
mvtnorm, mgcv",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.2"
"psych","psych","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.0.8",NA,NA,"mnormt,parallel,stats,graphics,grDevices,methods,lattice,nlme",NA,"psychTools, GPArotation, lavaan, lme4, Rcsdp, graph,
Rgraphviz",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"purrr","purrr","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.4",NA,"R (>= 3.2)","magrittr (>= 1.5), rlang (>= 0.3.1)",NA,"covr, crayon, dplyr (>= 0.7.8), knitr, rmarkdown, testthat,
tibble, tidyselect",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.0.0"
"pwt","pwt","C:/Users/John Karuitha/Documents/R/win-library/4.0","7.1-1",NA,"R (>= 2.10.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.0"
"qap","qap","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1-1",NA,NA,NA,NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"qpdf","qpdf","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1",NA,NA,"Rcpp, askpass, curl","Rcpp","testthat",NA,"Apache License 2.0",NA,NA,NA,NA,"yes","4.0.0"
"quadprog","quadprog","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.5-8",NA,"R (>= 3.1.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.0"
"Quandl","Quandl","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.10.0",NA,"R (>= 2.15.0), xts","httr (>= 0.6.1), zoo, jsonlite (>= 0.9.14)",NA,"testthat (>= 0.10.0), roxygen2, timeSeries",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"quanteda","quanteda","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.1.1",NA,"R (>= 3.1.0), methods","data.table (>= 1.9.6), extrafont, fastmatch, ggplot2 (>=
2.2.0), ggrepel, jsonlite, magrittr, Matrix (>= 1.2), network,
Rcpp (>= 0.12.12), RcppParallel, sna, SnowballC, stopwords,
stringi, xml2, yaml, proxyC (>= 0.1.4), digest","Rcpp, RcppParallel, RcppArmadillo (>= 0.7.600.1.0)","dplyr, DT, e1071, entropy, ExPosition, lda, lsa, proxy,
purrr, quanteda.textmodels, RColorBrewer, rmarkdown, slam,
spacyr, spelling, stm, svs, testthat, text2vec, tibble,
formatR, tidytext, tm (>= 0.6), tokenizers, topicmodels,
xtable, knitr, igraph, wordcloud",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"quantmod","quantmod","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.4.17",NA,"R (>= 3.2.0), xts(>= 0.9-0), zoo, TTR(>= 0.2), methods","curl",NA,"DBI,RMySQL,RSQLite,timeSeries,XML,downloader,jsonlite(>= 1.1)",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"quantreg","quantreg","C:/Users/John Karuitha/Documents/R/win-library/4.0","5.67",NA,"R (>= 2.6), stats, SparseM","methods, graphics, Matrix, MatrixModels, conquer",NA,"tripack, akima, MASS, survival, rgl, logspline, nor1mix,
Formula, zoo, R.rsp",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"R.cache","R.cache","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.14.0",NA,"R (>= 2.14.0)","utils, R.methodsS3 (>= 1.7.1), R.oo (>= 1.23.0), R.utils (>=
2.8.0), digest (>= 0.6.13)",NA,NA,NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.0.2"
"R.methodsS3","R.methodsS3","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.8.1",NA,"R (>= 2.13.0)","utils",NA,"codetools",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.0.2"
"R.oo","R.oo","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.24.0",NA,"R (>= 2.13.0), R.methodsS3 (>= 1.8.0)","methods, utils",NA,"tools",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.0.2"
"R.utils","R.utils","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.10.1",NA,"R (>= 2.14.0), R.oo (>= 1.23.0)","methods, utils, tools, R.methodsS3 (>= 1.8.0)",NA,"digest (>= 0.6.10)",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.0.2"
"r2d3","r2d3","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.2.3",NA,"R (>= 3.1.2)","htmlwidgets (>= 1.2), htmltools, jsonlite, rstudioapi",NA,"knitr, rmarkdown, shiny, shinytest, testthat, webshot",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"R6","R6","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.4.1",NA,"R (>= 3.0)",NA,NA,"knitr, microbenchmark, pryr, testthat, ggplot2, scales",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"rafalib","rafalib","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0.0",NA,NA,"RColorBrewer",NA,NA,NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.0"
"randomForest","randomForest","C:/Users/John Karuitha/Documents/R/win-library/4.0","4.6-14",NA,"R (>= 3.2.2), stats",NA,NA,"RColorBrewer, MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"randomForestSRC","randomForestSRC","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.9.3",NA,"R (>= 3.5.0),","parallel",NA,"survival, pec, prodlim, mlbench, akima, caret, imbalance",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.0.0"
"randtoolbox","randtoolbox","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.30.1",NA,"rngWELL (>= 0.10-1)",NA,NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.0.0"
"ranger","ranger","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.12.1",NA,"R (>= 3.1)","Rcpp (>= 0.11.2), Matrix","Rcpp, RcppEigen","survival, testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.0"
"RANN","RANN","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.6.1",NA,NA,NA,NA,"testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.0.2"
"rappdirs","rappdirs","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.1",NA,"R (>= 2.14), methods",NA,NA,"testthat, roxygen2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.0"
"raster","raster","C:/Users/John Karuitha/Documents/R/win-library/4.0","3.3-13",NA,"sp (>= 1.4.1), R (>= 3.5.0)","Rcpp, methods","Rcpp","rgdal (>= 1.5-8), rgeos (>= 0.3-8), ncdf4, igraph, tcltk,
parallel, rasterVis, MASS, sf, tinytest, gstat, fields",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.0.2"
"rayimage","rayimage","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.1",NA,"R (>= 3.0.2)","Rcpp, raster, png, magrittr, jpeg, grDevices","Rcpp, RcppArmadillo, progress","magick",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"rayshader","rayshader","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.19.2",NA,"R (>= 3.0.2)","doParallel, foreach, Rcpp, progress, raster, scales, png,
magrittr, rgl, grDevices, grid, utils, methods, terrainmeshr,
rayimage","Rcpp, progress, RcppArmadillo","reshape2, viridis, av, magick, ggplot2, sf, rayrender,
isoband",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"Rborist","Rborist","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.2-3",NA,"R(>= 3.3)","Rcpp (>= 0.12.2), data.table (>= 1.9.8), digest","Rcpp","testthat, knitr, rmarkdown",NA,"MPL (>= 2) | GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"rcmdcheck","rcmdcheck","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.3.3",NA,NA,"callr (>= 3.1.1.9000), cli (>= 1.1.0), crayon, desc (>=
1.2.0), digest, pkgbuild, prettyunits, R6, rprojroot,
sessioninfo (>= 1.1.1), utils, withr, xopen",NA,"covr, knitr, mockery, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"Rcmdr","Rcmdr","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.7-0",NA,"R (>= 3.5.0), grDevices, graphics, methods, stats, utils,
splines, RcmdrMisc (>= 2.7-1), car (>= 3.0-8), effects (>=
4.0-3)","tcltk, tcltk2 (>= 1.2-6), abind, relimp (>= 1.0-5), lme4",NA,"aplpack, boot, colorspace, e1071, foreign, grid, Hmisc,
knitr, lattice, leaps, lmtest, markdown, MASS, mgcv, multcomp
(>= 0.991-2), nlme, nnet, nortest, readxl, rgl (>= 0.96.0),
rmarkdown (>= 0.9.5), sem (>= 2.1-1)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"RcmdrMisc","RcmdrMisc","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.7-1",NA,"R (>= 3.5.0), utils, car (>= 3.0-0), sandwich","abind, colorspace, Hmisc (>= 4.1-0), MASS, e1071, foreign,
haven, readstata13, readxl, graphics, grDevices, stats,
nortest, lattice",NA,"boot, datasets, carData",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"RColorBrewer","RColorBrewer","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1-2",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"Apache License 2.0",NA,NA,NA,NA,"no","4.0.0"
"rcompanion","rcompanion","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.3.25",NA,"R (>= 3.3.0)","stats (>= 3.3.0), graphics (>= 3.3.0), boot (>= 1.3-18),
DescTools (>= 0.99.17), multcompView (>= 0.1-7), plyr (>=
1.8.4), EMT (>= 1.1), coin (>= 1.1-2), lmtest (>= 0.9-34),
nortest (>= 1.0-4)",NA,"FSA (>= 0.8.9)",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"Rcpp","Rcpp","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0.5",NA,NA,"methods, utils",NA,"tinytest, inline, rbenchmark, pkgKitten (>= 0.1.2)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"RcppArmadillo","RcppArmadillo","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.9.900.3.0",NA,"R (>= 3.3.0)","Rcpp (>= 0.11.0), stats, utils, methods","Rcpp","tinytest, Matrix, pkgKitten, reticulate, slam",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"RcppEigen","RcppEigen","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.3.7.0",NA,"R (>= 2.15.1)","Matrix (>= 1.1-0), Rcpp (>= 0.11.0), stats, utils","Rcpp","inline, tinytest, pkgKitten, microbenchmark",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.0.0"
"RcppParallel","RcppParallel","C:/Users/John Karuitha/Documents/R/win-library/4.0","5.0.2",NA,"R (>= 3.0.2)",NA,NA,"Rcpp, RUnit, knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.2"
"RcppProgress","RcppProgress","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.4.2",NA,NA,NA,NA,"RcppArmadillo, devtools, roxygen2, testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.2"
"RCurl","RCurl","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.98-1.2",NA,"R (>= 3.4.0), methods","bitops",NA,"XML",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.0.0"
"rdd","rdd","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.57",NA,"R (>= 2.15.0), sandwich, lmtest, AER, Formula",NA,NA,NA,NA,"Apache License (== 2.0)",NA,NA,NA,NA,"no","4.0.2"
"rDEA","rDEA","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.2-6",NA,NA,"slam (>= 0.1-9), truncreg(>= 0.2-1), truncnorm(>= 1.0-7),
maxLik",NA,"testthat",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.0"
"rdlocrand","rdlocrand","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.7.1",NA,"R (>= 3.1)","AER, sandwich",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"rdmulti","rdmulti","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.6",NA,NA,"ggplot2, rdrobust",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"Rdpack","Rdpack","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0.0",NA,"R (>= 2.15.0), methods","tools, utils, bibtex (>= 0.4.0), gbRd",NA,"grDevices, testthat, rstudioapi, rprojroot",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"rdpower","rdpower","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0",NA,NA,"rdrobust",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"rdrobust","rdrobust","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.99.9",NA,"R (>= 3.1.1)","ggplot2",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"reactable","reactable","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.2.2",NA,"R (>= 3.1)","digest, htmltools, htmlwidgets, jsonlite, reactR",NA,"covr, crosstalk, dplyr, leaflet, MASS, rmarkdown, shiny,
sparkline, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"reactR","reactR","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.4.3",NA,NA,"htmltools",NA,"htmlwidgets (>= 0.6.0), rmarkdown, shiny, V8, knitr, usethis,
jsonlite",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"readODS","readODS","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.7.0",NA,NA,"xml2 (>= 1.3.2), cellranger, readr (>= 1.2.1), stringi, utils",NA,"dplyr, testthat, datasets, covr, knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"readr","readr","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.3.1",NA,"R (>= 3.1)","Rcpp (>= 0.12.0.5), tibble, hms (>= 0.4.1), R6, clipr, crayon,
methods","Rcpp, BH","curl, testthat, knitr, rmarkdown, stringi, covr, spelling",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.0.0"
"readstata13","readstata13","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.9.2",NA,NA,"Rcpp (>= 0.11.5)","Rcpp","testthat",NA,"GPL-2 | file LICENSE",NA,NA,NA,NA,"yes","4.0.0"
"readxl","readxl","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.3.1",NA,NA,"cellranger, Rcpp (>= 0.12.18), tibble (>= 1.3.1), utils","progress, Rcpp","covr, knitr, rmarkdown, rprojroot (>= 1.1), testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.0"
"recipes","recipes","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1.13",NA,"R (>= 3.1), dplyr","generics, glue, gower, ipred, lifecycle, lubridate, magrittr,
Matrix, purrr (>= 0.2.3), rlang (>= 0.4.0), stats, tibble,
tidyr (>= 1.0.0), tidyselect (>= 0.2.5), timeDate, utils, withr",NA,"covr, ddalpha, dimRed (>= 0.2.2), fastICA, ggplot2, igraph,
kernlab, knitr, modeldata, RANN, RcppRoll, rmarkdown, rpart,
rsample, RSpectra, testthat (>= 2.1.0), xml2",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.1"
"reclin","reclin","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1.1",NA,"stats, lvec, ldat, R (>= 3.4.0)","dplyr, stringdist, utils, methods, lpSolve, Rcpp","Rcpp","testthat, knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"recommenderlab","recommenderlab","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.2-6",NA,"R (>= 2.10.0), Matrix, arules, proxy, registry","methods, utils, stats, irlba, recosystem",NA,"ROCR, testthat",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"recosystem","recosystem","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.4.3",NA,"R (>= 3.3.0), methods","Rcpp (>= 0.11.0)","Rcpp, RcppProgress","knitr, prettydoc",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"registry","registry","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.5-1",NA,"R (>= 2.6.0)","utils",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.0"
"reldist","reldist","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.6-6",NA,NA,"mgcv, Hmisc",NA,"locfit",NA,"GPL-3 + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"relimp","relimp","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0-5",NA,"R (>= 2.0.0)","stats, utils",NA,"tcltk, nnet, MASS, Rcmdr",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.0"
"rematch","rematch","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0.1",NA,NA,NA,NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"rematch2","rematch2","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.1.2",NA,NA,"tibble",NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
